Technopedia: Software Virtualization Compatibility,SW Version,174.8,Java Exception: java.lang.RuntimeException: java.util.concurrent.ExecutionException: java.lang.RuntimeException: java.lang.OutOfMemoryError: GC overhead limit exceeded     at com.pentaho.analyzer.report.ReportRequestService.get(SourceFile:219)     at com.pentaho.analyzer.content.controller.n.a(SourceFile:168)     at com.pentaho.analyzer.content.controller.b.b(SourceFile:202)     at com.pentaho.analyzer.content.AnalyzerContentGenerator.a(SourceFile:311)     at com.pentaho.analyzer.content.AnalyzerContentGenerator.createContent(SourceFile:157)     at org.pentaho.platform.web.http.api.resources.GeneratorStreamingOutput.generateContent(GeneratorStreamingOutput.java:236)     at org.pentaho.platform.web.http.api.resources.GeneratorStreamingOutput.write(GeneratorStreamingOutput.java:163)     at org.pentaho.platform.web.http.api.resources.GeneratorStreamingOutputProvider.writeTo(GeneratorStreamingOutputProvider.java:54)     at org.pentaho.platform.web.http.api.resources.GeneratorStreamingOutputProvider.writeTo(GeneratorStreamingOutputProvider.java:33)     at com.sun.jersey.spi.container.ContainerResponse.write(ContainerResponse.java:306)     at com.sun.jersey.server.impl.application.WebApplicationImpl._handleRequest(WebApplicationImpl.java:1479)     at com.sun.jersey.server.impl.application.WebApplicationImpl.handleRequest(WebApplicationImpl.java:1391)     at com.sun.jersey.server.impl.application.WebApplicationImpl.handleRequest(WebApplicationImpl.java:1381)     at com.sun.jersey.spi.container.servlet.WebComponent.service(WebComponent.java:416)     at com.sun.jersey.spi.container.servlet.ServletContainer.service(ServletContainer.java:538)     at com.sun.jersey.spi.container.servlet.ServletContainer.service(ServletContainer.java:716)     at org.pentaho.platform.web.servlet.JAXRSServlet.service(JAXRSServlet.java:109)     at javax.servlet.http.HttpServlet.service(HttpServlet.java:729)     at org.pentaho.platform.web.servlet.JAXRSServlet.service(JAXRSServlet.java:114)     at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:292)     at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:207)     at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:52)     at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:240)     at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:207)     at org.pentaho.platform.web.http.filters.PentahoWebContextFilter.doFilter(PentahoWebContextFilter.java:177)     at com.pentaho.platform.web.http.filters.PentahoEnterpriseWebContextFilter.doFilter(SourceFile:72)     at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:240)     at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:207)     at org.pentaho.platform.web.http.filters.PentahoRequestContextFilter.doFilter(PentahoRequestContextFilter.java:87)     at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:240)     at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:207)     at org.springframework.security.util.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:399)     at org.springframework.security.intercept.web.FilterSecurityInterceptor.invoke(FilterSecurityInterceptor.java:109)     at org.springframework.security.intercept.web.FilterSecurityInterceptor.doFilter(FilterSecurityInterceptor.java:83)     at org.springframework.security.util.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:411)     at org.springframework.security.ui.ExceptionTranslationFilter.doFilterHttp(ExceptionTranslationFilter.java:101)     at org.springframework.security.ui.SpringSecurityFilter.doFilter(SpringSecurityFilter.java:53)     at org.springframework.security.util.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:411)     at org.springframework.security.providers.anonymous.AnonymousProcessingFilter.doFilterHttp(AnonymousProcessingFilter.java:105)     at org.springframework.security.ui.SpringSecurityFilter.doFilter(SpringSecurityFilter.java:53)     at org.springframework.security.util.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:411)     at org.springframework.security.ui.basicauth.BasicProcessingFilter.doFilterHttp(BasicProcessingFilter.java:174)     at org.pentaho.platform.web.http.security.PentahoBasicProcessingFilter.doFilterHttp(PentahoBasicProcessingFilter.java:115)     at org.springframework.security.ui.SpringSecurityFilter.doFilter(SpringSecurityFilter.java:53)     at org.springframework.security.util.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:411)     at org.springframework.security.context.HttpSessionContextIntegrationFilter.doFilterHttp(HttpSessionContextIntegrationFilter.java:235)     at org.springframework.security.ui.SpringSecurityFilter.doFilter(SpringSecurityFilter.java:53)     at org.springframework.security.util.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:411)     at org.pentaho.platform.web.http.filters.HttpSessionPentahoSessionIntegrationFilter.doFilter(HttpSessionPentahoSessionIntegrationFilter.java:263)     at org.springframework.security.util.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:411)     at org.springframework.security.wrapper.SecurityContextHolderAwareRequestFilter.doFilterHttp(SecurityContextHolderAwareRequestFilter.java:91)     at org.springframework.security.ui.SpringSecurityFilter.doFilter(SpringSecurityFilter.java:53)     at org.springframework.security.util.FilterChainProxy$VirtualFilterChain.doFilter(FilterChainProxy.java:411)     at org.springframework.security.util.FilterChainProxy.doFilter(FilterChainProxy.java:188)     at org.springframework.security.util.FilterToBeanProxy.doFilter(FilterToBeanProxy.java:99)     at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:240)     at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:207)     at org.pentaho.platform.web.http.filters.SetCharacterEncodingFilter.doFilter(SetCharacterEncodingFilter.java:114)     at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:240)     at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:207)     at org.pentaho.platform.web.http.filters.WebappRootForwardingFilter.doFilter(WebappRootForwardingFilter.java:70)     at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:240)     at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:207)     at org.pentaho.platform.web.http.filters.PentahoPathDecodingFilter.doFilter(PentahoPathDecodingFilter.java:34)     at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:240)     at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:207)     at com.bdna.filter.LicenseFilter.doFilter(LicenseFilter.java:49)     at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:240)     at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:207)     at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:212)     at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:106)     at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:502)     at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:141)     at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:79)     at org.apache.catalina.valves.AbstractAccessLogValve.invoke(AbstractAccessLogValve.java:616)     at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:88)     at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:522)     at org.apache.coyote.ajp.AbstractAjpProcessor.process(AbstractAjpProcessor.java:868)     at org.apache.coyote.AbstractProtocol$AbstractConnectionHandler.process(AbstractProtocol.java:672)     at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1502)     at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.run(NioEndpoint.java:1458)     at java.util.concurrent.ThreadPoolExecutor.runWorker(Unknown Source)     at java.util.concurrent.ThreadPoolExecutor$Worker.run(Unknown Source)     at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)     at java.lang.Thread.run(Unknown Source) Caused by: java.util.concurrent.ExecutionException: java.lang.RuntimeException: java.lang.OutOfMemoryError: GC overhead limit exceeded     at java.util.concurrent.FutureTask.report(Unknown Source)     at java.util.concurrent.FutureTask.get(Unknown Source)     at com.pentaho.analyzer.report.ReportRequestService.get(SourceFile:175)     ... 84 more Caused by: java.lang.RuntimeException: java.lang.OutOfMemoryError: GC overhead limit exceeded     at com.pentaho.analyzer.report.ReportManagerImpl.runReport(SourceFile:320)     at com.pentaho.analyzer.report.ReportManagerImpl.runReport(SourceFile:139)     at com.pentaho.analyzer.report.ReportRequestService$2.a(SourceFile:275)     at com.pentaho.analyzer.report.ReportRequestService$2.call(SourceFile:270)     at java.util.concurrent.FutureTask.run(Unknown Source)     at java.util.concurrent.ThreadPoolExecutor.runWorker(Unknown Source)     at java.util.concurrent.ThreadPoolExecutor$Worker.run(Unknown Source)     ... 1 more Caused by: java.lang.OutOfMemoryError: GC overhead limit exceeded 
Technopedia: Software Virtualization Compatibility,SW Service Pack,180.0,Time out
Technopedia: Software Virtualization Compatibility,SW Edition,11.25,No Issue
Technopedia: Software Virtualization Compatibility,SW Release ID,180.0,Time out
Technopedia: Software Virtualization Compatibility,SW Is Licensable?,9.05,No Issue
Technopedia: Software Virtualization Compatibility,SW Is Suite?,3.19,No Issue
Technopedia: Software Virtualization Compatibility,SW Suite,0.56,No Issue
Technopedia: Software Virtualization Compatibility,SW Is Suite Component?,0.05,No Issue
Technopedia: Software Virtualization Compatibility,SW Suite Component,0.56,No Issue
Technopedia: Software Virtualization Compatibility,SW Cloud or On-Premise?,0.04,No Issue
Technopedia: Software Virtualization Compatibility,SW On-premise equivalent,0.57,No Issue
Technopedia: Software Virtualization Compatibility,SW Cloud equivalent,0.05,No Issue
Technopedia: Software Virtualization Compatibility,SW Is Supported? (calc.),14.86,No Issue
Technopedia: Software Virtualization Compatibility,SW Supported Reason (calc.),6.37,No Issue
Technopedia: Software Virtualization Compatibility,SW Desupported? (calc.),3.2,No Issue
Technopedia: Software Virtualization Compatibility,SW Version Order (calc.),3.2,No Issue
Technopedia: Software Virtualization Compatibility,SW Max Versions (calc.),3.2,No Issue
Technopedia: Software Virtualization Compatibility,SW Versions (calc.),11.63,No Issue
Technopedia: Software Virtualization Compatibility,SW EOL Year (calc.),6.36,No Issue
Technopedia: Software Virtualization Compatibility,SW EOL Quarter (calc.),10.61,No Issue
Technopedia: Software Virtualization Compatibility,SW EOL Month (calc.),6.36,No Issue
Technopedia: Software Virtualization Compatibility,SW EOL Date (calc.),9.0,No Issue
Technopedia: Software Virtualization Compatibility,App Comp Manufacturer,1.09,No Issue
Technopedia: Software Virtualization Compatibility,App Comp Name,0.56,No Issue
Technopedia: Software Virtualization Compatibility,App Comp Version,0.08,No Issue
Technopedia: Software Virtualization Compatibility,App Comp Edition,0.56,No Issue
Technopedia: Software Virtualization Compatibility,App Comp 32-bit Compatible?,0.04,No Issue
Technopedia: Software Virtualization Compatibility,App Comp 64-bit Compatible?,0.03,No Issue
Technopedia: Software Virtualization Compatibility,App Comp Status,0.04,No Issue
Technopedia: Software Virtualization Compatibility,App Comp Official,0.05,No Issue
Technopedia: Software Virtualization Compatibility,App Comp Certification,0.04,No Issue
Technopedia: Software Virtualization Compatibility,App Comp Community,0.03,No Issue
Technopedia: Software Virtualization Compatibility,App Comp Difficulty,0.55,No Issue
Technopedia: Software Virtualization Compatibility,PRI Is Private?,0.05,No Data
Technopedia: Software Virtualization Compatibility,PRI Type,0.04,No Data
Technopedia: Software Virtualization Compatibility,PRI Table,0.04,No Data
Technopedia: Software Virtualization Compatibility,PRI Attribute,0.04,No Data
Technopedia: Software Virtualization Compatibility,IND,0.03,No Issue
Technopedia: Software Virtualization Compatibility,BDNA SW Category,0.04,No Issue
Technopedia: Software Virtualization Compatibility,BDNA SW Sub Category,0.05,No Issue
Technopedia: Software Virtualization Compatibility,SW Supplier,0.04,No Issue
Technopedia: Software Virtualization Compatibility,SW Name,0.06,No Issue
Technopedia: Software Virtualization Compatibility,SW Product Count_measure,1.63,No Issue
Technopedia: Software Virtualization Compatibility,SW Version Count_measure,1.62,No Issue
Technopedia: Software Virtualization Compatibility,SW Edition Count_measure,1.08,No Issue
Technopedia: Software Virtualization Compatibility,SW Release Count_measure,1.61,No Issue
Cube,Attribute,Time(second),Error type
Technopedia: Software Windows Readiness,SW Vertical,0.06,No Issue
Technopedia: Software Windows Readiness,SW Category,6.4,No Issue
Technopedia: Software Windows Readiness,SW Subcategory,3.23,No Issue
Technopedia: Software Windows Readiness,SW Vendor Category,8.11,No Issue
Technopedia: Software Windows Readiness,SW Manufacturer,11.15,No Issue
Technopedia: Software Windows Readiness,SW Family,8.53,No Issue
Technopedia: Software Windows Readiness,SW Name,37.58,No Issue
Technopedia: Software Windows Readiness,SW Component,114.15,No Issue
Technopedia: Software Windows Readiness,SW Market Version,180.0,Time out
Technopedia: Software Windows Readiness,SW Version,180.0,Time out
Technopedia: Software Windows Readiness,SW Service Pack,180.0,Time out
Technopedia: Software Windows Readiness,SW Edition,11.12,No Issue
Technopedia: Software Windows Readiness,SW Release ID,180.0,Time out
Technopedia: Software Windows Readiness,SW Is Licensable?,7.42,No Issue
Technopedia: Software Windows Readiness,SW Is Suite?,3.2,No Issue
Technopedia: Software Windows Readiness,SW Suite,0.55,No Issue
Technopedia: Software Windows Readiness,SW Is Suite Component?,0.04,No Issue
Technopedia: Software Windows Readiness,SW Suite Component,5.99,No Issue
Technopedia: Software Windows Readiness,SW Cloud or On-Premise?,0.05,No Issue
Technopedia: Software Windows Readiness,SW On-premise equivalent,0.06,No Issue
Technopedia: Software Windows Readiness,SW Cloud equivalent,0.56,No Issue
Technopedia: Software Windows Readiness,SW Is Supported? (calc.),6.36,No Issue
Technopedia: Software Windows Readiness,SW Supported Reason (calc.),6.38,No Issue
Technopedia: Software Windows Readiness,SW Desupported? (calc.),6.38,No Issue
Technopedia: Software Windows Readiness,SW Version Order (calc.),3.19,No Issue
Technopedia: Software Windows Readiness,SW Max Versions (calc.),9.52,No Issue
Technopedia: Software Windows Readiness,SW Versions (calc.),6.37,No Issue
Technopedia: Software Windows Readiness,SW EOL Year (calc.),6.37,No Issue
Technopedia: Software Windows Readiness,SW EOL Quarter (calc.),6.38,No Issue
Technopedia: Software Windows Readiness,SW EOL Month (calc.),3.19,No Issue
Technopedia: Software Windows Readiness,SW EOL Date (calc.),8.48,No Issue
Technopedia: Software Windows Readiness,SW Win Readiness Version,16.45,No Issue
Technopedia: Software Windows Readiness,SW Win Readiness 32-Bit,10.6,No Issue
Technopedia: Software Windows Readiness,SW Win Status 32-Bit,14.29,No Issue
Technopedia: Software Windows Readiness,SW Win Compatible Version 32-Bit,14.38,No Issue
Technopedia: Software Windows Readiness,SW Win Readiness 64-Bit,20.09,No Issue
Technopedia: Software Windows Readiness,SW Win Status 64-Bit,14.31,No Issue
Technopedia: Software Windows Readiness,SW Win Compatible Version 64-Bit,20.27,No Issue
Technopedia: Software Windows Readiness,PRI Is Private?,0.58,No Data
Technopedia: Software Windows Readiness,PRI Type,0.05,No Data
Technopedia: Software Windows Readiness,PRI Table,0.57,No Data
Technopedia: Software Windows Readiness,PRI Attribute,0.04,No Data
Technopedia: Software Windows Readiness,IND,0.04,No Issue
Technopedia: Software Windows Readiness,BDNA SW Category,0.03,No Issue
Technopedia: Software Windows Readiness,BDNA SW Sub Category,6.39,No Issue
Technopedia: Software Windows Readiness,SW Supplier,0.05,No Issue
Technopedia: Software Windows Readiness,SW Name,0.06,No Issue
Technopedia: Software Windows Readiness,SW Product Count_measure,1.61,No Issue
Technopedia: Software Windows Readiness,SW Version Count_measure,1.1,No Issue
Technopedia: Software Windows Readiness,SW Edition Count_measure,1.09,No Issue
Technopedia: Software Windows Readiness,SW Release Count_measure,1.61,No Issue
